post_id,comment_id,text,created_at,user_id,user_name,user_location,user_followers,sentiment,confidence
5106074204768860,5106371345514747,他们不让我发文，那我就点赞,2024-11-30 11:27:42+08:00,7941311995,用户7941311995,辽宁,6,positive,0.98871
5103510390048202,5103538297899254,感谢你们的帮助，我们一直都记得[赞],2024-11-22 15:50:12+08:00,7885923313,秦华灯光科技,北京,6,positive,0.999979
5103510390048202,5103512023206413,英雄,2024-11-22 14:05:48+08:00,7689160834,橙宝90548,其他,5,positive,0.997522
5103510390048202,5103511683467846,谢谢！,2024-11-22 14:04:27+08:00,2267789133,清风阁明月夜,山东 临沂,216,positive,0.99308
5103510390048202,5103532768494983,感谢前辈，和平永存[鲜花],2024-11-22 15:28:14+08:00,1405321070,Socrates2019,浙江 杭州,107,positive,0.999932
5103510390048202,5103573992473908,致敬真正的英雄,2024-11-22 18:12:02+08:00,7747295136,再注册一个昵称,北京,4,positive,0.999673
5103510390048202,5103510964406526,感谢[送花花],2024-11-22 14:01:35+08:00,7789369516,VictorGame,其他,2,positive,0.999819
5103510390048202,5103595543069314,致敬英雄,2024-11-22 19:37:40+08:00,6296259428,G13908358612,重庆,25,positive,0.999923
5103510390048202,5103591453100128,英雄,2024-11-22 19:21:24+08:00,6821554683,幽寄诚聊天,上海,51,positive,0.997522
5103510390048202,5103591086104277,勇士[赞啊],2024-11-22 19:19:58+08:00,6821554683,幽寄诚聊天,上海,51,positive,0.999964
5103510390048202,5103586482064236,致敬抗战英雄,2024-11-22 19:01:40+08:00,3256355065,买花载酒且歌,福建 三明,6,positive,0.999778
5103510390048202,5103594949050952,致敬[心],2024-11-22 19:35:18+08:00,7835214355,一点都对-v-,天津,12,positive,0.99997
5103510390048202,5103527060048103,[鲜花][心],2024-11-22 15:05:33+08:00,3834975876,GraceM888,海外 美国,151,positive,0.999901
5103510390048202,5103588986062737,感谢英雄！,2024-11-22 19:11:37+08:00,1263149047,Lsthyz,安徽 合肥,835,positive,0.999441
5103510390048202,5103538753767533,强行拉关系[哈欠],2024-11-22 15:52:01+08:00,6030040950,星空下的阿狄丽娜,广西 南宁,106,negative,0.614366
5103510390048202,5103527257178630,[鲜花][鲜花][可爱],2024-11-22 15:06:19+08:00,5646897590,小不點乐之精灵_柔柔宝宝小公主,其他,116,positive,0.999976
5103510390048202,5103581974239294,[心]谢谢,2024-11-22 18:43:45+08:00,6045845828,用户6045845828,辽宁,9,positive,0.999296
5103510390048202,5103564255135089,[心][心][心][心],2024-11-22 17:33:21+08:00,7956948523,用户7956948523,其他,10,positive,0.999934
5103510390048202,5103533301171663,改致敬！,2024-11-22 15:30:21+08:00,7780969431,用户7780969431,其他,0,positive,0.97275
5103510390048202,5105616189654025,布达佩斯备忘录不要忘了，那是你们的责任,2024-11-28 09:27:00+08:00,1805436037,KAYAK-勇,湖南 长沙,1869,negative,0.834638
5103510390048202,5103767512680297,万分感谢[鲜花][鲜花],2024-11-23 07:01:01+08:00,1118645597,涵术,北京 东城区,299,positive,0.999979
5106132867875637,5106355918342990,[哈哈],2024-11-30 10:26:25+08:00,6429331080,世界科联卢杲,上海,0,positive,0.997546
5106132867875637,5106332321187483,Happy Thanksgiving!,2024-11-30 08:52:39+08:00,1317649322,可爱的花轮同学,上海 杨浦区,279,positive,0.998313
5106116623338428,5106332032042830,独裁者终就不会有好下场,2024-11-30 08:51:30+08:00,7480352395,Ai法务,其他,29,negative,0.98314
5106116623338428,5106340624335628,正义必胜！民主必胜！自由必胜！,2024-11-30 09:25:39+08:00,1638113332,花喇子模的信使,山东,1712,positive,0.950836
5106116623338428,5106227212714488,[good][good][good],2024-11-30 01:54:59+08:00,7804449146,汤汤-DM,其他,8,positive,0.999892
5106116623338428,5106339709977671,你对加沙人民要说点啥？  虚伪,2024-11-30 09:22:01+08:00,5672694426,窗台人影独坐100,河北 邯郸,2,negative,0.998103
5106116623338428,5106326079800224,你就是发战争财而已 说的冠冕堂皇的 真的好笑[可爱][可爱],2024-11-30 08:27:51+08:00,1769192925,提米多乐,黑龙江 哈尔滨,545,positive,0.999853
5106116623338428,5106249111175466,[good],2024-11-30 03:22:00+08:00,2694983823,奔跑的BEAST,江苏 南京,233,positive,0.999689
5106116623338428,5106333966402599,你们美国又可以像二战时发战争财，要不美国无偿援助武器给乌克兰？,2024-11-30 08:59:11+08:00,1692250065,时间起始,新疆 乌鲁木齐,91,negative,0.982768
5106116623338428,5106326206152849,美国派兵吧,2024-11-30 08:28:20+08:00,2949880135,手机用户2949880135,陕西,10,negative,0.352935
5106116623338428,5106363355105844,你和乌克兰在一起，倒是派美国大兵上战场和毛子打呀。,2024-11-30 10:55:58+08:00,5372489092,浩瀚海洋2018,黑龙江,194,negative,0.246567
5106116623338428,5106341017027629,支持普京，支持俄罗斯🇷🇺🇷🇺🇷🇺,2024-11-30 09:27:12+08:00,3308912577,R加菲猫X,江苏 苏州,218,positive,0.999274
5106116623338428,5106347890969249,乌克兰美国[心][心][good],2024-11-30 09:54:31+08:00,7821482095,反着看bwJL,辽宁,30,positive,0.999875
5106116623338428,5106378546874363,虚伪，双标。,2024-11-30 11:56:20+08:00,7727178276,奇峰怪石凌云志,其他,12,negative,0.793799
5106116623338428,5106323237112303,[赞][赞][赞][赞][赞],2024-11-30 08:16:33+08:00,1787949355,MS理时真,上海 黄浦区,20,positive,0.999986
5106116623338428,5106331868988466,[赞][赞][赞][赞][赞],2024-11-30 08:50:51+08:00,7785381495,知道了都下去吧,其他,37,positive,0.999986
5106116623338428,5106355415812546,加沙怎么说,2024-11-30 10:24:25+08:00,3138563124,义乌笑笑童装,浙江 金华,17,negative,0.584319
5106116623338428,5106323848956642,[赞],2024-11-30 08:18:59+08:00,3753094313,用户3753094313,其他,3,positive,0.999944
5106116623338428,5106370157742588,混蛋挑事还继续搞事,2024-11-30 11:23:00+08:00,1934498010,鳗不经意,上海 虹口区,196,negative,0.996686
5106116623338428,5106384968618181,美国总自以为是、是太平洋的警察,2024-11-30 12:21:51+08:00,7073773881,阿满东津草堂,安徽 宣城,45,negative,0.979736
5106116623338428,5106439456296222,最终责任人在于拱火者，双方的一切损失应该由拱火者承担[二哈],2024-11-30 15:58:22+08:00,6795647704,彬彬淼淼一家,其他,14,negative,0.898071
5106116623338428,5106416058631598,你别站在一起了，就知道添乱，管好你自己吧,2024-11-30 14:25:23+08:00,1066356404,晒太阳的狗Seal,四川 成都,215,negative,0.998867
5106102800746367,5106212525836008,怀念基辛格博士，他是中国人民的好朋友,2024-11-30 00:56:37+08:00,7879953952,Gzhy阿锋哥,其他,14,positive,0.960188
5106102800746367,5106431756600066,缅怀🙏,2024-11-30 15:27:46+08:00,7808879830,YE18459245761,福建 厦门,10,positive,0.999606
5106102800746367,5106208577683925,真快啊。[鲜花],2024-11-30 00:40:56+08:00,1973701265,老山羊的新家,上海 松江区,336,positive,0.999343
5106087676611446,5106187585195880,独在异乡为异客，每逢佳节倍思亲。,2024-11-29 23:17:31+08:00,1974615645,icyccc,山西 太原,134,positive,0.859513
5106066213310161,5106366570301623,[打call][打call]欢迎[打call][打call],2024-11-30 11:08:45+08:00,5897528510,Y耳朵渴了,江西,16,positive,0.999549
